Date,Con,Lab,Lib Dem,SNP,Green,Reform,UKIP,Change UK
2019-12-11,40.0,30.0,16.0,4.0,3.0,7.0,,
2019-12-11,42.0,28.0,15.0,3.0,4.0,4.0,,
2019-12-09,28.0,27.0,20.0,4.0,5.0,13.0,1.0,1.0
2019-12-08,31.0,25.0,19.0,3.0,6.0,12.0,1.0,0.0
2019-12-05,20.0,27.0,13.0,3.0,4.0,20.0,4.0,6.0
2019-12-04,29.0,36.0,8.0,5.0,4.0,,11.0,
2019-11-30,45.0,32.0,15.0,3.0,1.0,3.0,0.0,
2019-11-30,42.0,33.0,11.0,3.0,4.0,3.0,,
2019-11-29,43.0,34.0,13.0,4.0,3.0,2.0,,
2019-11-29,46.0,31.0,13.0,4.0,3.0,2.0,,
2019-11-29,39.0,33.0,13.0,4.0,5.0,4.0,0.0,0.0
2019-11-28,43.0,33.0,13.0,3.0,3.0,4.0,,
2019-11-28,42.0,34.0,13.0,3.0,3.0,4.0,,
2019-11-26,41.0,34.0,13.0,3.0,2.0,5.0,,
2019-11-26,43.0,32.0,13.0,4.0,2.0,4.0,,
2019-11-25,41.0,34.0,13.0,3.0,3.0,4.0,0.0,
2019-11-25,43.0,32.0,14.0,4.0,4.0,3.0,,
2019-11-23,43.0,30.0,16.0,4.0,3.0,3.0,,
2019-11-23,41.0,30.0,15.0,3.0,3.0,5.0,,
2019-11-22,42.0,30.0,16.0,4.0,4.0,3.0,,
2019-11-22,47.0,28.0,12.0,5.0,3.0,3.0,,
2019-11-22,42.0,32.0,14.0,3.0,3.0,3.0,,
2019-11-21,42.0,32.0,15.0,3.0,2.0,5.0,,
2019-11-21,41.0,28.0,18.0,2.0,5.0,3.0,,
2019-11-20,43.0,29.0,15.0,4.0,3.0,4.0,,
2019-11-19,42.0,31.0,15.0,4.0,2.0,5.0,,
2019-11-19,42.0,30.0,15.0,4.0,4.0,4.0,,
2019-11-19,44.0,28.0,16.0,4.0,3.0,3.0,,
2019-11-18,43.0,29.0,15.0,4.0,3.0,3.0,,
2019-11-18,42.0,32.0,13.0,3.0,3.0,5.0,,
2019-11-18,45.0,27.0,16.0,4.0,3.0,2.0,,
2019-11-16,42.0,28.0,13.0,3.0,3.0,5.0,,
2019-11-16,45.0,30.0,11.0,3.0,2.0,6.0,2.0,0.0
2019-11-15,45.0,28.0,15.0,4.0,3.0,4.0,,
2019-11-15,44.0,28.0,14.0,4.0,3.0,6.0,,
2019-11-15,37.0,29.0,16.0,2.0,5.0,9.0,,
2019-11-14,41.0,33.0,14.0,3.0,2.0,5.0,,
2019-11-14,43.0,30.0,15.0,4.0,2.0,5.0,,
2019-11-12,45.0,34.0,9.0,4.0,3.0,3.0,,
2019-11-12,43.0,34.0,11.0,4.0,3.0,4.0,,
2019-11-12,45.0,33.0,12.0,4.0,2.0,2.0,,
2019-11-12,44.0,33.0,12.0,,3.0,2.0,,
2019-11-12,45.0,35.0,10.0,4.0,3.0,4.0,,
2019-11-12,44.0,32.0,13.0,4.0,3.0,3.0,,
2019-11-12,41.0,32.0,14.0,,3.0,4.0,,
2019-11-11,39.0,31.0,15.0,3.0,3.0,8.0,,
2019-11-11,37.0,27.0,17.0,3.0,3.0,9.0,1.0,1.0
2019-11-10,33.0,30.0,17.0,4.0,3.0,12.0,0.0,0.0
2019-11-08,31.0,27.0,16.0,3.0,4.0,16.0,1.0,0.0
2019-11-08,28.0,24.0,21.0,4.0,3.0,15.0,0.0,0.0
2019-11-07,24.0,28.0,15.0,3.0,5.0,20.0,1.0,1.0
2019-11-07,23.0,29.0,19.0,4.0,3.0,20.0,,
2019-11-04,28.0,32.0,11.0,5.0,5.0,8.0,6.0,3.0
2019-11-03,41.0,31.0,8.0,5.0,6.0,,6.0,
2019-11-02,40.0,35.0,10.0,4.0,4.0,,3.0,
2019-11-01,38.0,41.0,10.0,3.0,2.0,,4.0,
2019-11-01,36.0,36.0,12.0,3.0,5.0,,6.0,
2019-10-31,36.0,28.0,17.0,4.0,3.0,10.0,0.0,0.0
2019-10-31,36.0,28.0,14.0,5.0,4.0,12.0,0.0,0.0
2019-10-31,40.0,29.0,14.0,3.0,3.0,9.0,0.0,0.0
2019-10-30,36.0,21.0,18.0,4.0,6.0,13.0,0.0,0.0
2019-10-30,34.0,26.0,19.0,4.0,1.0,12.0,0.0,0.0
2019-10-28,41.0,24.0,20.0,4.0,3.0,7.0,0.0,0.0
2019-10-28,36.0,22.0,19.0,4.0,6.0,12.0,0.0,0.0
2019-10-25,36.0,23.0,18.0,4.0,6.0,12.0,0.0,0.0
2019-10-25,40.0,24.0,15.0,5.0,3.0,10.0,1.0,0.0
2019-10-21,37.0,22.0,19.0,3.0,7.0,11.0,1.0,0.0
2019-10-21,37.0,24.0,19.0,4.0,3.0,11.0,1.0,0.0
2019-10-18,36.0,27.0,17.0,4.0,3.0,11.0,0.0,0.0
2019-10-18,32.0,24.0,21.0,4.0,2.0,13.0,0.0,0.0
2019-10-17,33.0,29.0,18.0,4.0,4.0,12.0,0.0,0.0
2019-10-17,37.0,24.0,16.0,4.0,4.0,12.0,2.0,0.0
2019-10-15,37.0,22.0,18.0,4.0,5.0,11.0,1.0,0.0
2019-10-15,39.0,25.0,18.0,3.0,3.0,8.0,1.0,0.0
2019-10-12,41.0,36.0,12.0,4.0,2.0,3.0,,
2019-10-12,43.0,33.0,12.0,4.0,3.0,3.0,,
2019-10-12,43.0,34.0,12.0,3.0,3.0,3.0,,
2019-10-12,42.0,34.0,14.0,3.0,3.0,3.0,,
2019-10-11,37.0,29.0,17.0,4.0,3.0,9.0,,
2019-10-10,33.0,27.0,18.0,4.0,4.0,12.0,0.0,0.0
2019-10-09,32.0,23.0,19.0,4.0,7.0,14.0,0.0,0.0
2019-10-07,24.0,20.0,19.0,5.0,9.0,21.0,0.0,0.0
2019-10-06,17.0,19.0,22.0,4.0,8.0,26.0,0.0,1.0
2019-10-05,22.0,28.0,11.0,4.0,6.0,21.0,4.0,4.0
2019-10-05,27.0,30.0,18.0,2.0,6.0,10.0,3.0,3.0
2019-09-27,33.0,22.0,21.0,4.0,5.0,13.0,0.0,0.0
2019-09-27,36.0,24.0,20.0,5.0,2.0,11.0,0.0,0.0
2019-09-25,27.0,24.0,22.0,4.0,3.0,16.0,0.0,0.0
2019-09-25,33.0,22.0,22.0,3.0,6.0,14.0,0.0,0.0
2019-09-20,30.0,23.0,22.0,4.0,5.0,14.0,0.0,0.0
2019-09-20,37.0,22.0,17.0,4.0,4.0,12.0,2.0,0.0
2019-09-19,29.0,27.0,20.0,4.0,4.0,13.0,0.0,1.0
2019-09-18,32.0,21.0,23.0,4.0,4.0,14.0,1.0,0.0
2019-09-16,33.0,24.0,23.0,4.0,4.0,10.0,0.0,0.0
2019-09-13,37.0,25.0,16.0,4.0,2.0,13.0,1.0,0.0
2019-09-12,42.0,36.0,12.0,3.0,2.0,3.0,0.0,
2019-09-11,41.0,29.0,16.0,3.0,2.0,6.0,1.0,0.0
2019-09-10,35.0,22.0,20.0,4.0,6.0,12.0,0.0,1.0
2019-09-09,38.0,24.0,20.0,4.0,3.0,7.0,1.0,1.0
2019-09-08,31.0,28.0,13.0,4.0,5.0,16.0,1.0,0.0
2019-09-06,23.0,27.0,17.0,3.0,5.0,22.0,1.0,1.0
2019-09-05,19.0,27.0,14.0,3.0,5.0,20.0,3.0,7.0
2019-09-05,24.0,24.0,16.0,5.0,7.0,18.0,2.0,2.0
2019-08-31,35.0,24.0,18.0,4.0,4.0,14.0,0.0,1.0
2019-08-30,31.0,24.0,21.0,4.0,3.0,14.0,0.0,0.0
2019-08-29,33.0,22.0,21.0,4.0,7.0,12.0,0.0,0.0
2019-08-28,34.0,22.0,17.0,4.0,8.0,13.0,1.0,0.0
2019-08-23,33.0,21.0,19.0,4.0,7.0,14.0,0.0,0.0
2019-08-23,32.0,26.0,15.0,5.0,4.0,16.0,1.0,0.0
2019-08-21,32.0,22.0,20.0,4.0,7.0,12.0,0.0,0.0
2019-08-19,42.0,28.0,15.0,5.0,3.0,5.0,0.0,1.0
2019-08-14,30.0,21.0,20.0,4.0,8.0,14.0,1.0,0.0
2019-08-12,43.0,36.0,12.0,4.0,2.0,3.0,,
2019-08-12,43.0,30.0,12.0,2.0,4.0,3.0,,
2019-08-11,39.0,26.0,17.0,4.0,4.0,10.0,,
2019-08-11,35.0,29.0,17.0,4.0,1.0,10.0,,
2019-08-11,41.0,29.0,15.0,5.0,2.0,6.0,,
2019-08-11,40.0,30.0,15.0,4.0,3.0,8.0,,
2019-08-11,37.0,29.0,16.0,2.0,7.0,9.0,,
2019-08-09,30.0,29.0,17.0,3.0,4.0,13.0,1.0,0.0
2019-08-04,31.0,40.0,8.0,4.0,5.0,,8.0,
2019-08-04,32.0,35.0,11.0,5.0,4.0,,7.0,
2019-08-04,37.0,41.0,10.0,,2.0,,7.0,1.0
2019-08-03,37.0,31.0,10.0,3.0,5.0,,6.0,5.0
2019-08-03,39.0,34.0,12.0,3.0,4.0,,5.0,
2019-08-02,38.0,35.0,13.0,3.0,5.0,,5.0,
2019-07-30,32.0,22.0,19.0,4.0,8.0,13.0,0.0,0.0
2019-07-30,34.0,24.0,20.0,4.0,6.0,9.0,1.0,0.0
2019-07-28,29.0,30.0,16.0,3.0,5.0,15.0,1.0,0.0
2019-07-27,30.0,25.0,18.0,4.0,4.0,14.0,1.0,2.0
2019-07-26,31.0,21.0,20.0,5.0,8.0,13.0,0.0,0.0
2019-07-26,30.0,28.0,16.0,5.0,5.0,15.0,1.0,0.0
2019-07-25,28.0,27.0,19.0,3.0,4.0,16.0,1.0,0.0
2019-07-24,25.0,19.0,23.0,4.0,9.0,17.0,1.0,0.0
2019-07-17,25.0,21.0,20.0,4.0,8.0,19.0,0.0,0.0
2019-07-16,25.0,28.0,17.0,4.0,5.0,19.0,1.0,1.0
2019-07-12,45.0,31.0,11.0,3.0,2.0,4.0,,
2019-07-12,44.0,33.0,11.0,4.0,2.0,3.0,1.0,
2019-07-10,35.0,29.0,16.0,3.0,4.0,11.0,1.0,0.0
2019-07-09,31.0,28.0,17.0,5.0,4.0,13.0,1.0,0.0
2019-07-07,25.0,28.0,16.0,3.0,5.0,19.0,1.0,0.0
2019-07-06,26.0,27.0,17.0,3.0,6.0,18.0,1.0,1.0
2019-07-05,25.0,30.0,11.0,3.0,5.0,17.0,4.0,2.0
2019-07-04,32.0,32.0,7.0,3.0,3.0,,9.0,9.0
2019-07-02,39.0,34.0,11.0,3.0,4.0,,5.0,
2019-07-01,41.0,35.0,11.0,4.0,3.0,,4.0,
2019-06-25,22.0,20.0,19.0,4.0,10.0,22.0,1.0,0.0
2019-06-25,26.0,24.0,22.0,4.0,8.0,12.0,1.0,0.0
2019-06-20,20.0,26.0,16.0,4.0,6.0,23.0,2.0,1.0
2019-06-20,24.0,26.0,18.0,3.0,6.0,20.0,1.0,1.0
2019-06-19,20.0,20.0,21.0,4.0,9.0,23.0,1.0,0.0
2019-06-14,21.0,21.0,19.0,3.0,9.0,24.0,0.0,0.0
2019-06-12,43.0,33.0,13.0,4.0,3.0,3.0,,
2019-06-12,41.0,32.0,14.0,3.0,4.0,4.0,0.0,0.0
2019-06-12,46.0,31.0,13.0,4.0,2.0,3.0,,
2019-06-12,43.0,34.0,13.0,4.0,2.0,3.0,,
2019-06-11,36.0,25.0,17.0,4.0,5.0,11.0,,
2019-06-10,33.0,27.0,19.0,4.0,3.0,13.0,1.0,0.0
2019-06-09,35.0,21.0,19.0,4.0,7.0,12.0,1.0,0.0
2019-06-09,31.0,28.0,19.0,3.0,2.0,15.0,0.0,0.0
2019-06-09,29.0,24.0,18.0,4.0,3.0,17.0,0.0,0.0
2019-06-09,31.0,27.0,20.0,3.0,3.0,13.0,1.0,0.0
2019-06-09,35.0,25.0,17.0,5.0,3.0,13.0,1.0,0.0
2019-06-09,31.0,27.0,19.0,3.0,6.0,13.0,1.0,0.0
2019-06-08,31.0,22.0,21.0,4.0,7.0,14.0,0.0,0.0
2019-06-06,18.0,20.0,20.0,5.0,9.0,26.0,1.0,0.0
2019-05-30,20.0,26.0,16.0,4.0,5.0,24.0,1.0,4.0
2019-05-30,17.0,22.0,16.0,4.0,11.0,26.0,1.0,1.0
2019-05-29,19.0,19.0,24.0,6.0,8.0,22.0,1.0,1.0
2019-05-22,28.0,33.0,13.0,3.0,3.0,12.0,3.0,2.0
2019-05-21,27.0,31.0,15.0,5.0,4.0,14.0,1.0,2.0
2019-05-21,21.0,31.0,13.0,4.0,5.0,19.0,3.0,4.0
2019-05-20,22.0,26.0,12.0,4.0,4.0,25.0,2.0,2.0
2019-05-17,27.0,32.0,13.0,5.0,3.0,13.0,2.0,2.0
2019-05-17,24.0,24.0,18.0,4.0,6.0,18.0,2.0,2.0
2019-05-16,22.0,29.0,11.0,4.0,3.0,24.0,2.0,3.0
2019-05-14,25.0,25.0,16.0,5.0,7.0,18.0,2.0,2.0
2019-05-14,25.0,27.0,15.0,4.0,7.0,16.0,3.0,2.0
2019-05-13,21.0,30.0,13.0,4.0,5.0,19.0,2.0,6.0
2019-05-13,25.0,34.0,15.0,5.0,3.0,10.0,4.0,1.0
2019-05-12,41.0,33.0,12.0,4.0,2.0,3.0,,
2019-05-12,42.0,36.0,11.0,3.0,2.0,4.0,,
2019-05-11,36.0,29.0,17.0,4.0,3.0,11.0,0.0,0.0
2019-05-07,23.0,25.0,15.0,5.0,8.0,22.0,1.0,1.0
2019-05-07,28.0,27.0,18.0,2.0,6.0,14.0,2.0,1.0
2019-05-06,18.0,19.0,22.0,4.0,9.0,25.0,0.0,
2019-05-04,29.0,31.0,8.0,3.0,4.0,6.0,7.0,8.0
2019-05-04,35.0,34.0,11.0,4.0,5.0,,6.0,
2019-05-03,36.0,34.0,8.0,3.0,3.0,,6.0,8.0
2019-05-02,38.0,38.0,10.0,4.0,3.0,,4.0,
2019-04-30,29.0,29.0,13.0,4.0,5.0,15.0,2.0,3.0
2019-04-24,27.0,30.0,11.0,5.0,5.0,14.0,4.0,3.0
2019-04-24,27.0,36.0,8.0,4.0,3.0,13.0,5.0,4.0
2019-04-23,26.0,33.0,6.0,5.0,4.0,17.0,4.0,4.0
2019-04-17,26.0,29.0,8.0,4.0,4.0,14.0,5.0,5.0
2019-04-17,29.0,30.0,10.0,5.0,5.0,12.0,4.0,3.0
2019-04-16,23.0,33.0,7.0,3.0,3.0,14.0,5.0,9.0
2019-04-12,44.0,32.0,13.0,4.0,3.0,2.0,,
2019-04-11,38.0,25.0,16.0,4.0,5.0,11.0,0.0,0.0
2019-04-11,38.0,31.0,15.0,3.0,3.0,9.0,1.0,0.0
2019-04-10,38.0,23.0,15.0,5.0,4.0,12.0,1.0,0.0
2019-04-10,31.0,26.0,20.0,3.0,7.0,11.0,0.0,0.0
2019-04-09,33.0,26.0,17.0,4.0,3.0,14.0,0.0,0.0
2019-04-03,40.0,31.0,11.0,5.0,4.0,3.0,3.0,
2019-04-02,41.0,34.0,10.0,4.0,4.0,,4.0,
2019-04-01,40.0,34.0,10.0,4.0,4.0,,4.0,
2019-03-30,32.0,35.0,7.0,2.0,2.0,6.0,6.0,9.0
2019-03-30,36.0,41.0,7.0,3.0,3.0,,7.0,
2019-03-29,35.0,35.0,9.0,4.0,5.0,,9.0,
2019-03-25,36.0,33.0,11.0,5.0,4.0,5.0,4.0,
2019-03-24,33.0,33.0,8.0,3.0,3.0,,7.0,9.0
2019-03-22,36.0,35.0,7.0,5.0,4.0,,9.0,
2019-03-21,34.0,35.0,8.0,3.0,4.0,,7.0,6.0
2019-03-19,38.0,34.0,8.0,5.0,4.0,1.0,7.0,2.0
2019-03-17,34.0,35.0,8.0,3.0,3.0,,6.0,7.0
2019-03-15,35.0,39.0,10.0,3.0,,,,
2019-03-15,35.0,33.0,11.0,,,,,
2019-03-15,35.0,31.0,12.0,4.0,4.0,4.0,6.0,
2019-03-15,35.0,35.0,7.0,5.0,4.0,,8.0,4.0
2019-03-15,38.0,34.0,8.0,5.0,3.0,,8.0,
2019-03-12,42.0,32.0,12.0,4.0,2.0,3.0,,
2019-03-12,42.0,33.0,12.0,5.0,4.0,4.0,,
2019-03-09,35.0,25.0,16.0,4.0,7.0,11.0,1.0,0.0
2019-03-09,37.0,30.0,16.0,3.0,4.0,9.0,1.0,0.0
2019-03-07,24.0,18.0,20.0,4.0,9.0,23.0,0.0,0.0
2019-03-04,32.0,31.0,12.0,6.0,4.0,5.0,7.0,
2019-02-23,41.0,30.0,10.0,5.0,4.0,2.0,5.0,
2019-02-23,36.0,23.0,6.0,,,,,18.0
2019-02-23,39.0,31.0,5.0,5.0,3.0,,4.0,11.0
2019-02-23,43.0,36.0,6.0,4.0,3.0,,5.0,
2019-02-22,40.0,32.0,5.0,4.0,4.0,,7.0,6.0
2019-02-19,32.0,26.0,9.0,4.0,4.0,,6.0,10.0
2019-02-19,38.0,26.0,7.0,,,,,14.0
2019-02-19,41.0,33.0,10.0,5.0,4.0,,4.0,
2019-02-18,40.0,36.0,10.0,3.0,2.0,,5.0,
2019-02-15,37.0,37.0,8.0,4.0,4.0,,7.0,
2019-02-12,42.0,35.0,13.0,3.0,2.0,3.0,,
2019-02-12,44.0,32.0,15.0,3.0,3.0,2.0,,
2019-02-11,40.0,28.0,14.0,3.0,2.0,11.0,1.0,0.0
2019-01-30,38.0,39.0,9.0,3.0,2.0,,4.0,
2019-01-25,40.0,36.0,7.0,3.0,4.0,,7.0,
2019-01-18,39.0,40.0,9.0,3.0,3.0,,5.0,
2019-01-18,37.0,40.0,7.0,5.0,4.0,,7.0,
2019-01-17,38.0,37.0,10.0,3.0,3.0,,6.0,
2019-01-17,41.0,39.0,8.0,3.0,2.0,,4.0,
2019-01-15,37.0,39.0,8.0,3.0,3.0,,7.0,
2019-01-14,39.0,34.0,11.0,4.0,4.0,,6.0,
2019-01-14,35.0,38.0,9.0,4.0,4.0,,6.0,
2019-01-11,42.0,26.0,16.0,4.0,2.0,9.0,0.0,0.0
2019-01-11,39.0,27.0,16.0,5.0,4.0,7.0,0.0,0.0
2019-01-10,34.0,21.0,23.0,3.0,5.0,12.0,0.0,0.0
2019-01-06,18.0,19.0,23.0,5.0,10.0,23.0,,
2019-01-03,37.0,33.0,7.0,4.0,4.0,,7.0,5.0
2019-01-03,40.0,34.0,9.0,4.0,3.0,,7.0,
2019-01-02,41.0,34.0,8.0,4.0,4.0,,7.0,
2018-12-20,39.0,39.0,6.0,4.0,4.0,,6.0,
2018-12-17,41.0,39.0,7.0,5.0,3.0,,4.0,
2018-12-15,38.0,35.0,10.0,6.0,5.0,,4.0,
2018-12-14,38.0,39.0,8.0,4.0,4.0,,6.0,
2018-12-14,40.0,36.0,10.0,5.0,3.0,,4.0,
2018-12-11,40.0,39.0,8.0,4.0,3.0,,3.0,
2018-12-10,41.0,37.0,8.0,4.0,3.0,,6.0,
2018-12-06,42.0,39.0,8.0,4.0,2.0,,3.0,
2018-12-04,40.0,41.0,7.0,3.0,2.0,,4.0,
2018-12-04,40.0,40.0,7.0,4.0,2.0,,5.0,
2018-12-02,39.0,39.0,8.0,4.0,2.0,,4.0,
2018-12-01,40.0,40.0,6.0,4.0,3.0,,5.0,
2018-12-01,40.0,41.0,8.0,3.0,2.0,,4.0,
2018-11-27,40.0,35.0,10.0,4.0,3.0,,6.0,
2018-11-19,39.0,36.0,8.0,6.0,4.0,,4.0,
2018-11-15,36.0,40.0,9.0,3.0,3.0,,7.0,
2018-11-15,36.0,39.0,7.0,5.0,3.0,,8.0,
2018-11-12,37.0,40.0,7.0,3.0,3.0,,6.0,
2018-11-07,37.0,39.0,10.0,4.0,3.0,,6.0,
2018-10-30,41.0,39.0,7.0,4.0,2.0,,5.0,
2018-10-28,40.0,38.0,9.0,3.0,3.0,,5.0,
2018-10-26,43.0,40.0,6.0,4.0,2.0,,5.0,
2018-10-23,41.0,36.0,8.0,6.0,4.0,,4.0,
2018-10-22,39.0,37.0,10.0,4.0,5.0,,5.0,
2018-10-15,41.0,36.0,9.0,4.0,3.0,,4.0,
2018-10-15,41.0,36.0,10.0,4.0,4.0,,3.0,
2018-10-12,39.0,38.0,9.0,5.0,4.0,,5.0,
2018-10-10,40.0,39.0,7.0,4.0,,,6.0,
2018-10-09,40.0,35.0,10.0,4.0,4.0,,5.0,
2018-10-08,37.0,39.0,10.0,3.0,5.0,,5.0,
2018-10-06,42.0,40.0,8.0,3.0,3.0,,3.0,
2018-10-05,41.0,40.0,8.0,3.0,2.0,,3.0,
2018-10-04,40.0,40.0,9.0,4.0,2.0,,4.0,
2018-09-29,35.0,40.0,12.0,4.0,3.0,,5.0,
2018-09-28,39.0,36.0,9.0,4.0,3.0,,6.0,
2018-09-27,39.0,40.0,9.0,3.0,2.0,,5.0,
2018-09-25,42.0,36.0,11.0,4.0,2.0,,4.0,
2018-09-24,41.0,40.0,9.0,3.0,3.0,,4.0,
2018-09-22,38.0,38.0,10.0,4.0,4.0,,5.0,
2018-09-20,37.0,39.0,9.0,4.0,2.0,,8.0,
2018-09-19,40.0,36.0,11.0,5.0,2.0,,5.0,
2018-09-18,39.0,37.0,13.0,3.0,5.0,,2.0,
2018-09-13,40.0,36.0,11.0,4.0,3.0,,4.0,
2018-09-13,39.0,38.0,7.0,4.0,3.0,,6.0,
2018-09-11,36.0,37.0,12.0,3.0,4.0,,6.0,
2018-09-10,41.0,37.0,9.0,5.0,3.0,,4.0,
2018-09-09,42.0,39.0,8.0,3.0,3.0,,4.0,
2018-09-08,39.0,35.0,10.0,5.0,3.0,,7.0,
2018-09-07,39.0,39.0,9.0,4.0,3.0,,5.0,
2018-09-07,41.0,39.0,9.0,3.0,3.0,,4.0,
2018-09-07,40.0,38.0,9.0,4.0,3.0,,3.0,
2018-09-05,43.0,38.0,9.0,4.0,2.0,,2.0,
2018-09-02,40.0,40.0,8.0,2.0,4.0,,5.0,
2018-08-29,39.0,37.0,10.0,4.0,3.0,,5.0,
2018-08-21,40.0,37.0,9.0,5.0,2.0,,6.0,
2018-08-19,40.0,40.0,8.0,3.0,2.0,,6.0,
2018-08-17,39.0,38.0,7.0,4.0,3.0,,7.0,
2018-08-16,37.0,40.0,8.0,3.0,5.0,,6.0,
2018-08-14,41.0,38.0,8.0,4.0,3.0,,6.0,
2018-08-13,40.0,39.0,9.0,4.0,3.0,,4.0,
2018-08-13,38.0,40.0,8.0,4.0,2.0,,5.0,
2018-08-06,38.0,41.0,11.0,2.0,2.0,,4.0,
2018-08-04,42.0,41.0,7.0,3.0,3.0,,4.0,
2018-08-03,37.0,44.0,9.0,3.0,2.0,,3.0,
2018-08-02,42.0,39.0,7.0,4.0,2.0,,5.0,
2018-08-01,40.0,41.0,9.0,4.0,2.0,,3.0,
2018-07-31,38.0,38.0,10.0,4.0,3.0,,6.0,
2018-07-24,38.0,38.0,10.0,4.0,3.0,,6.0,
2018-07-23,38.0,38.0,10.0,4.0,3.0,,6.0,
2018-07-22,40.0,41.0,8.0,3.0,3.0,,5.0,
2018-07-20,38.0,39.0,9.0,5.0,2.0,,6.0,
2018-07-17,36.0,41.0,9.0,4.0,2.0,,7.0,
2018-07-14,37.0,42.0,7.0,3.0,3.0,,6.0,
2018-07-13,36.0,40.0,8.0,4.0,3.0,,8.0,
2018-07-12,38.0,37.0,10.0,5.0,4.0,,3.0,
2018-07-12,37.0,38.0,12.0,3.0,4.0,,4.0,
2018-07-11,40.0,40.0,8.0,4.0,3.0,,5.0,
2018-07-09,38.0,37.0,10.0,3.0,1.0,,4.0,
2018-07-09,37.0,38.0,11.0,2.0,4.0,,7.0,
2018-07-07,38.0,40.0,10.0,3.0,,,,
2018-07-06,42.0,40.0,7.0,6.0,2.0,,3.0,
2018-07-03,43.0,42.0,6.0,4.0,2.0,,2.0,
2018-06-27,41.0,38.0,7.0,4.0,4.0,,4.0,
2018-06-26,42.0,37.0,9.0,5.0,3.0,,3.0,
2018-06-24,41.0,40.0,9.0,3.0,3.0,,3.0,
2018-06-20,41.0,38.0,7.0,4.0,3.0,,3.0,
2018-06-19,42.0,40.0,9.0,4.0,2.0,,3.0,
2018-06-12,38.0,38.0,9.0,4.0,5.0,,5.0,
2018-06-03,41.0,43.0,7.0,4.0,2.0,,2.0,
2018-06-02,43.0,39.0,8.0,3.0,3.0,,3.0,
2018-05-29,42.0,39.0,9.0,5.0,2.0,,3.0,
2018-05-29,43.0,40.0,8.0,3.0,2.0,,3.0,
2018-05-22,40.0,40.0,7.0,5.0,5.0,,2.0,
2018-05-21,42.0,38.0,9.0,4.0,3.0,,2.0,
2018-05-17,41.0,41.0,7.0,3.0,3.0,,3.0,
2018-05-16,43.0,39.0,6.0,4.0,3.0,,4.0,
2018-05-14,43.0,38.0,9.0,3.0,3.0,,3.0,
2018-05-13,43.0,40.0,8.0,3.0,3.0,,3.0,
2018-05-12,38.0,38.0,9.0,4.0,5.0,,4.0,
2018-05-11,41.0,37.0,8.0,4.0,4.0,,4.0,
2018-05-10,38.0,39.0,10.0,4.0,4.0,,4.0,
2018-05-10,39.0,39.0,7.0,3.0,3.0,,6.0,
2018-05-08,39.0,40.0,7.0,4.0,3.0,,6.0,
2018-05-07,39.0,37.0,10.0,3.0,4.0,,3.0,
2018-05-06,44.0,37.0,8.0,4.0,3.0,,3.0,
2018-05-04,42.0,41.0,7.0,4.0,2.0,,4.0,
2018-05-04,43.0,38.0,8.0,4.0,3.0,,3.0,
2018-04-29,40.0,40.0,9.0,3.0,3.0,,5.0,
2018-04-29,42.0,39.0,8.0,3.0,3.0,,4.0,
2018-04-25,43.0,38.0,8.0,4.0,3.0,,3.0,
2018-04-24,41.0,40.0,10.0,3.0,2.0,,2.0,
2018-04-17,43.0,38.0,8.0,4.0,3.0,,3.0,
2018-04-14,40.0,40.0,9.0,3.0,1.0,,3.0,
2018-04-13,39.0,38.0,11.0,4.0,4.0,,3.0,
2018-04-12,40.0,38.0,9.0,5.0,4.0,,4.0,
2018-04-09,39.0,35.0,11.0,5.0,4.0,,5.0,
2018-04-07,41.0,40.0,9.0,4.0,2.0,,3.0,
2018-04-06,41.0,40.0,9.0,3.0,2.0,,2.0,
2018-04-05,39.0,39.0,10.0,4.0,3.0,,4.0,
2018-04-03,43.0,42.0,7.0,3.0,3.0,,2.0,
2018-04-02,41.0,40.0,8.0,3.0,3.0,,4.0,
2018-03-27,43.0,39.0,8.0,3.0,2.0,,3.0,
2018-03-18,44.0,41.0,8.0,3.0,2.0,,1.0,
2018-03-16,38.0,40.0,10.0,4.0,3.0,,4.0,
2018-03-15,42.0,39.0,7.0,5.0,3.0,,3.0,
2018-03-15,42.0,40.0,6.0,4.0,3.0,,4.0,
2018-02-27,41.0,42.0,7.0,4.0,2.0,,3.0,
2018-02-20,40.0,42.0,8.0,4.0,2.0,,4.0,
2018-02-19,42.0,43.0,7.0,3.0,2.0,,3.0,
2018-02-13,40.0,41.0,8.0,3.0,2.0,,4.0,
2018-02-12,37.0,39.0,9.0,3.0,3.0,,6.0,
2018-02-11,39.0,40.0,8.0,3.0,2.0,,3.0,
2018-01-29,42.0,42.0,6.0,4.0,3.0,,2.0,
2018-01-29,40.0,43.0,8.0,2.0,1.0,,3.0,
2018-01-23,39.0,42.0,9.0,4.0,2.0,,3.0,
2018-01-19,41.0,41.0,7.0,3.0,3.0,,4.0,
2018-01-17,41.0,42.0,7.0,4.0,2.0,,3.0,
2018-01-14,40.0,41.0,7.0,3.0,3.0,,4.0,
2018-01-10,42.0,36.0,9.0,4.0,2.0,,5.0,
2018-01-09,37.0,41.0,6.0,3.0,2.0,,7.0,
2018-01-06,41.0,41.0,6.0,4.0,2.0,,5.0,
2018-01-05,42.0,38.0,7.0,4.0,3.0,,3.0,
2017-12-20,40.0,42.0,7.0,5.0,1.0,,4.0,
