Date,Harris,Trump
2024-10-18,0.5,0.5
2024-10-18,0.5051546391752577,0.4948453608247423
2024-10-17,0.4845360824742268,0.5154639175257731
2024-10-15,0.5051546391752577,0.4948453608247423
2024-10-15,0.5157894736842106,0.4842105263157895
2024-10-15,0.5104166666666666,0.4895833333333333
2024-10-10,0.5154639175257731,0.4845360824742268
2024-10-10,0.5154639175257731,0.4845360824742268
2024-10-09,0.5212765957446809,0.4787234042553192
2024-10-09,0.4948453608247423,0.5051546391752577
2024-10-08,0.4948453608247423,0.5051546391752577
2024-10-08,0.494949494949495,0.5050505050505051
2024-10-08,0.4946236559139785,0.5053763440860215
2024-10-07,0.5104166666666666,0.4895833333333333
2024-10-02,0.5108695652173914,0.4891304347826087
2024-09-29,0.494949494949495,0.5050505050505051
2024-09-29,0.5208333333333334,0.4791666666666667
2024-09-28,0.5,0.5
2024-09-28,0.5,0.5
2024-09-25,0.48484848484848486,0.5151515151515151
2024-09-25,0.5157894736842106,0.4842105263157895
2024-09-25,0.5257731958762887,0.4742268041237113
2024-09-25,0.52,0.48
2024-09-24,0.5102040816326531,0.4897959183673469
2024-09-24,0.5,0.5
2024-09-19,0.5,0.5
2024-09-18,0.49473684210526314,0.5052631578947369
2024-09-18,0.5050505050505051,0.494949494949495
2024-09-18,0.5252525252525253,0.47474747474747475
2024-09-18,0.5104166666666666,0.4895833333333333
2024-09-17,0.5051546391752577,0.4948453608247423
2024-09-17,0.5,0.5
2024-09-16,0.5052631578947369,0.49473684210526314
2024-09-16,0.5,0.5
2024-09-16,0.5257731958762887,0.4742268041237113
2024-09-16,0.5208333333333334,0.4791666666666667
2024-09-16,0.5208333333333334,0.4791666666666667
2024-09-16,0.5157894736842106,0.4842105263157895
2024-09-08,0.5157894736842106,0.4842105263157895
2024-09-06,0.5,0.5
2024-09-03,0.4948453608247423,0.5051546391752577
2024-08-29,0.5,0.5
2024-08-28,0.5,0.5
2024-08-28,0.5,0.5
2024-08-26,0.5204081632653061,0.47959183673469385
2024-08-26,0.5151515151515151,0.48484848484848486
2024-08-22,0.51,0.49
2024-08-16,0.5,0.5
2024-08-14,0.4948453608247423,0.5051546391752577
2024-08-14,0.49,0.51
2024-08-12,0.5154639175257731,0.4845360824742268
2024-08-11,0.5212765957446809,0.4787234042553192
2024-08-09,0.5157894736842106,0.4842105263157895
2024-08-09,0.5208333333333334,0.4791666666666667
2024-07-28,0.4791666666666667,0.5208333333333334
2024-07-25,0.5052631578947369,0.49473684210526314
2024-07-24,0.5,0.5
2024-07-23,0.48936170212765956,0.5106382978723404
2024-07-23,0.49,0.51
